review_id,entity_id,date,time,customer_review,experience_driver_not_normalised,entity_name,theme,context,feedback_type,emotion,customer_journey,customer_journey_stage,interaction_moment,opportunity_stream,customer_effort_score,ou_name,keywords,semantic_action_statement,matters,stream_justification,behavioral_impact,emotion_primary,emotion_specific,canonical_theme,canonical_category,canonical_subcategory,experience_driver,theme_match_score,category_match_score,subcategory_match_score
64,64.1,2025-05-07,10:07:38,I have issues with my first order which was not full and payment is still pending.,Order Accuracy → Incomplete Order Fulfillment,First Order,Order Fulfillment,"Customer's first order was incomplete, and the payment is still pending.",Complaint,Agitation – Frustrated,Order & Payment,Order Fulfillment & Payment Processing,when receiving the first order,Fix,6,First Order – Complaint – Fix,"['incomplete order', 'first order', 'payment pending', 'issues']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about their first order being incomplete and the payment still pending when receiving the order

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Incomplete Order Fulfillment to address incomplete first orders that leave payments unresolved and cause customer frustration",incomplete first orders that leave payments unresolved and cause customer frustration,"This is a critical failure in the initial customer experience, affecting both order accuracy and payment processing, which requires immediate resolution to prevent churn and restore trust.","Ensure complete order fulfillment, resolve payment issues promptly, and reinforce customer trust in the ordering process.",Agitation,Frustrated,Order Fulfillment,Order Accuracy,Incomplete Order Fulfillment,Order Accuracy → Incomplete Order Fulfillment,100,100,100
65,65.1,2025-07-08,10:07:38,"Hello. Some of the items that I ordered was not in stock. So I received a call from Metro staff and they informed me about it. My main point is, if the items were not in stock then why the app was showing them as AVAILABLE? This should not be happen like Carrefour and Alfatah app(s). Thanks",Product Availability → Real-Time Stock Visibility,Metro App,Inventory Integrity,"Customer was able to order items that were later found to be out of stock, questioning the app's real-time availability accuracy.",Complaint,Agitation – Frustrated,Purchase & Checkout,Order Placement,when placing an order through the app,Fix,6,Metro App – Complaint – Fix,"['out of stock', 'real-time availability', 'app', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about being able to order items that were out of stock when placing an order through the app

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address misleading app availability that shows out-of-stock items as purchasable",misleading app availability that shows out-of-stock items as purchasable,"This is a direct failure of inventory integrity at a critical purchase moment, introducing friction, confusion, and emotional erosion. Fixing this restores purchase reliability and trust.","Reinstate confidence in real-time stock accuracy, reduce failed purchase attempts, and lower cart abandonment at the conversion point.",Agitation,Frustrated,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
66,66.1,2025-07-05,10:07:38,"I ordered 4 crates of coca cola. And I was entitled to get Rs 150 voucher against every pallet. This was advertised in app. But unfortunately, I did not receive what was promised. Very bad on part of meteo.",Promotions & Discounts → Voucher Redemption,Rs 150 Voucher,Promotional Integrity,Customer did not receive the Rs 150 voucher per pallet as advertised in the app.,Complaint,Anger – Disappointed,Post-Purchase,Promotional Redemption,after ordering 4 crates of Coca Cola,Fix,6,Rs 150 Voucher – Complaint – Fix,"['voucher', 'advertised', 'not received', 'promised', 'app']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about not receiving the Rs 150 voucher per pallet as advertised in the app after ordering 4 crates of Coca Cola

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Promotions & Discounts → Voucher Redemption to address missing promotional vouchers that were promised during purchase",missing promotional vouchers that were promised during purchase,"This is a direct failure of promotional integrity, leading to customer dissatisfaction and trust erosion. Immediate resolution is required to restore confidence and fulfill advertised promises.","Reinstate trust in promotional offers, ensure accurate voucher delivery, and prevent future promotional discrepancies.",Anger,Disappointed,Promotional Integrity,Promotions & Discounts,Voucher Redemption,Promotions & Discounts → Voucher Redemption,100,100,100
67,67.1,2025-05-25,10:07:38,"Wrong items were delivered. Time slot is too big, due to which v have to stay whole day in waiting, which is waste of time.",Order Accuracy → Error Resolution,Incorrect Item Delivery,Delivery Accuracy,Customer received incorrect items in their delivery.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Delivery Completion,upon receiving the delivery,Fix,6,Incorrect Item Delivery – Complaint – Fix,"['wrong items', 'delivery error', 'incorrect delivery']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about receiving incorrect items upon delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Error Resolution to address incorrect item deliveries that disrupt customer satisfaction",incorrect item deliveries that disrupt customer satisfaction,"This is a direct failure in delivery accuracy, causing customer dissatisfaction and requiring immediate resolution to restore trust.","Restore delivery reliability, reduce error rates, and enhance customer trust in order fulfillment.",Agitation,Frustrated,Delivery Accuracy,Order Accuracy,Error Resolution,Order Accuracy → Error Resolution,100,100,100
67,67.2,2025-05-25,10:07:38,"Wrong items were delivered. Time slot is too big, due to which v have to stay whole day in waiting, which is waste of time.",Delivery Experience → Timing,Delivery Time Slot,Time Management,Customer is frustrated with the large delivery time slot requiring them to wait all day.,Complaint,Agitation – Annoyed,Delivery & Fulfillment,Delivery Scheduling,during the delivery waiting period,Optimize,5,Delivery Time Slot – Complaint – Optimize,"['time slot', 'waiting', 'waste of time', 'delivery window']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about the excessively large delivery time slot requiring them to wait all day

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Optimize → Delivery Experience → Timing to address excessively large delivery time slots that cause customer inconvenience",excessively large delivery time slots that cause customer inconvenience,"The current delivery time slots are too broad, causing unnecessary waiting and frustration. Optimizing this will improve customer satisfaction and time management.","Enhance delivery scheduling precision, reduce customer wait times, and improve overall delivery satisfaction.",Agitation,Annoyed,Time Management,Delivery Experience,Timing,Delivery Experience → Timing,100,100,100
68,68.1,2025-06-26,10:07:38,This was my first experience of ordering from metro. I order online from many other platforms but I have never seen such a clueless delivery service. I ordered on 3rd of feb for the 7-10 pm time slot. They confirmed my order but never delivered. When i called the next day 3 times no one had a clue why my order was delayed. It was so frustrating that the help line knows nothing at all. After 6hrs and 3 calls I finally got a call back that my order will now be delivered. Extremely casual attitude of the staff with zero follow up. Please dont call yourself an express delivery service if you cannot deliver on the same day. I had a lunch planned and needed things for my child but had to order again from another shop due to this unprofessional service. I ordered for the first and last time.,Delivery Experience → Timing,Express Delivery Service,Delivery & Fulfillment,"Customer's order was confirmed for a specific time slot but was not delivered, causing frustration and inconvenience.",Complaint,Anger – Outraged,Delivery & Fulfillment,Delivery Completion,when the order was not delivered during the confirmed time slot,Fix,7,Express Delivery Service – Complaint – Fix,"['order delay', 'time slot', 'no delivery', 'frustration', 'unprofessional service']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about their order not being delivered during the confirmed time slot, causing frustration and inconvenience

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timing to address failure to deliver within the promised time slot that led to customer frustration and disrupted plans",failure to deliver within the promised time slot that led to customer frustration and disrupted plans,"The failure to deliver within the promised time slot represents a breakdown in service reliability, causing significant customer frustration and disruption. Immediate resolution is required to restore trust and service credibility.","Restore delivery reliability, reduce customer frustration, and prevent future service disruptions.",Anger,Outraged,Delivery & Fulfillment,Delivery Experience,Timing,Delivery Experience → Timing,100,100,100
69,69.1,2025-06-08,10:07:38,"I had an excellent experience with Metro Online. They promptly delivered my selected groceries on the chosen date from their website, and upon inspection, all items were securely packaged. Additionally, I received a discount. Metro Online will be my go-to choice for grocery shopping 🛒.",Delivery Experience → Timeliness,Metro Online Delivery,Delivery & Fulfillment,Customer received groceries on the chosen date with all items securely packaged.,Compliment,Adoration – Loyal,Delivery & Fulfillment,Delivery Completion,upon receiving and inspecting the delivery,Amplify,1,Metro Online Delivery – Compliment – Amplify,"['prompt delivery', 'chosen date', 'secure packaging', 'excellent experience']","SECTION 1: THE CUSTOMER REALITY
  The customer gave a Compliment that upon receiving and inspecting the delivery, all items were securely packaged and delivered on the chosen date

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Amplify → Delivery Experience → Timeliness to address prompt deliveries that reinforce customer loyalty and satisfaction",prompt deliveries that reinforce customer loyalty and satisfaction,"The delivery experience was seamless and exceeded expectations, creating a strong loyalty anchor. Amplifying this ensures continued customer satisfaction and advocacy.","Strengthen brand loyalty, encourage repeat purchases, and enhance delivery reputation.",Adoration,Loyal,Delivery & Fulfillment,Delivery Experience,Timeliness,Delivery Experience → Timeliness,100,100,100
70,70.1,2025-07-02,10:07:38,"Customer should be told about missing items before delivery so if it is possible, he can replace it.",Order Accuracy → Missing Item Notification,Pre-Delivery Notification System,Order Fulfillment Communication,Customer wants to be informed about missing items before delivery to allow for replacements.,Suggestion,Appreciation – Interested,Delivery & Fulfillment,Pre-Delivery Communication,before delivery notification,Innovate,4,Pre-Delivery Notification System – Suggestion – Innovate,"['missing items', 'pre-delivery notification', 'replacement', 'order accuracy']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion that before delivery notification, they should be informed about missing items to allow for replacements

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Order Accuracy → Missing Item Notification to address pre-delivery notifications that enable customers to replace unavailable items",pre-delivery notifications that enable customers to replace unavailable items,"This suggestion highlights a gap in the current communication process, offering an opportunity to enhance customer satisfaction by allowing proactive order management.","Improve customer satisfaction by reducing delivery surprises, enhance order management flexibility, and increase trust in delivery communications.",Appreciation,Interested,Order Fulfillment,Order Accuracy,Missing Item Notification,Order Accuracy → Missing Item Notification,100,100,100
71,71.1,2025-05-15,10:07:38,One item was missing. I paid 701 rupees for Happy cow cheese. But it was not with my other stuff.,Order Accuracy → Missing Items,Happy Cow Cheese,Delivery & Fulfillment,"Customer paid for Happy Cow Cheese, but it was missing from the delivered items.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Completion,upon receiving the delivery,Fix,6,Happy Cow Cheese – Complaint – Fix,"['missing item', 'paid', 'not delivered', 'Happy Cow Cheese']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about paying for Happy Cow Cheese, which was missing upon receiving the delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Missing Items to address missing paid items that lead to customer dissatisfaction and trust issues",missing paid items that lead to customer dissatisfaction and trust issues,"This is a direct failure in order fulfillment, where a paid item was not delivered, causing customer frustration and potential trust erosion. Immediate resolution is required to restore confidence.","Restore trust in delivery accuracy, ensure complete order fulfillment, and prevent future occurrences of missing items.",Agitation,Frustrated,Delivery & Fulfillment,Order Accuracy,Missing Items,Order Accuracy → Missing Items,100,100,100
72,72.1,2025-06-13,10:07:38,"Updated metro app is worst....too much slow....once you add items in cart, the cart will not open and you have to order without checking the items in cart.....",Mobile App → Cart Functionality,Metro App Cart,Digital Shopping Experience,"Customer experiences slow app performance and inability to open the cart after adding items, forcing them to order without reviewing the cart.",Complaint,Agitation – Frustrated,Digital Engagement,Cart Management,when attempting to open the cart after adding items,Fix,6,Metro App Cart – Complaint – Fix,"['slow', 'cart', 'app performance', 'order without checking']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that when attempting to open the cart after adding items, the app was too slow and the cart would not open, forcing them to order without checking the items in the cart.

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Mobile App → Cart Functionality to address slow app performance and cart access issues that prevent customers from reviewing their cart before ordering.",slow app performance and cart access issues that prevent customers from reviewing their cart before ordering,"The app's core functionality is compromised, leading to a significant breakdown in the shopping process, necessitating immediate resolution to restore usability and trust.","Restore app reliability, ensure cart review capability, and prevent order errors due to unverified cart contents.",Agitation,Frustrated,Digital Shopping Experience,Mobile App,Cart Functionality,Mobile App → Cart Functionality,100,100,100
73,73.1,2025-05-25,10:07:38,"On the order day the chicken price was high but chicken wasn't available on that day as I made the payment in advance. On the 2nd day after many calls, the rider delivered the chicken late at night and the price of the chicken was down on the 2nd day. Where will the difference reflect or refund?",Order Accuracy → Price Adjustment,Chicken Price Adjustment,Pricing Integrity,"Customer paid a higher price for chicken on the order day, but it was delivered late and at a lower price the next day.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Fulfillment & Pricing,during late delivery with price discrepancy,Fix,6,Chicken Price Adjustment – Complaint – Fix,"['price difference', 'late delivery', 'refund', 'pricing integrity']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about paying a higher price for chicken on the order day, but it was delivered late and at a lower price the next day

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Price Adjustment to address price discrepancies that occur when delivery is delayed and prices drop",price discrepancies that occur when delivery is delayed and prices drop,"This is a direct failure in pricing integrity and order accuracy, leading to customer dissatisfaction and potential trust erosion. Immediate resolution is required to ensure fair pricing and customer satisfaction.","Restore trust in pricing accuracy, ensure timely delivery, and prevent future pricing conflicts.",Agitation,Frustrated,Pricing Integrity,Order Accuracy,Price Adjustment,Order Accuracy → Price Adjustment,100,100,100
74,74.1,2025-06-01,10:07:38,"My last order was not delivered to me. Even I also visited the branch for complaint but your staff did not let me meet the customer relation officer. Kindly share the contact number of customer relation officer and also establish an independent complaint cell so that the customer can expose the corruption of your sales staff. Your sales staff does not deliver the orders in which discount voucher is used. And after delivering this order to someone else, divide the voucher amount among themselves. It is suggested that change the direct discount method of voucher just like reward points by shifting voucher amount in wallet account. In this way, you can minimize the corruption of your sales staff.",Delivery Experience → Order Non-Delivery,Order with Discount Voucher,Delivery Integrity,"Customer's order was not delivered, and staff allegedly misappropriated the voucher amount.",Complaint,Anger – Outraged,Delivery & Fulfillment,Order Delivery,when the order was not delivered,Fix,7,Order with Discount Voucher – Complaint – Fix,"['non-delivery', 'voucher misuse', 'staff corruption', 'complaint']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about their order not being delivered and staff allegedly misappropriating the voucher amount when the order was not delivered

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Order Non-Delivery to address non-delivered orders with vouchers that lead to staff misuse and customer distrust",non-delivered orders with vouchers that lead to staff misuse and customer distrust,"This is a critical failure in delivery integrity, leading to potential fraud and severe customer dissatisfaction. Immediate resolution is required to restore trust and operational transparency.","Reinstate delivery reliability, prevent voucher misuse, and protect customer trust.",Anger,Outraged,Delivery Integrity,Delivery Experience,Order Non-Delivery,Delivery Experience → Order Non-Delivery,100,100,100
74,74.2,2025-06-01,10:07:38,"My last order was not delivered to me. Even I also visited the branch for complaint but your staff did not let me meet the customer relation officer. Kindly share the contact number of customer relation officer and also establish an independent complaint cell so that the customer can expose the corruption of your sales staff. Your sales staff does not deliver the orders in which discount voucher is used. And after delivering this order to someone else, divide the voucher amount among themselves. It is suggested that change the direct discount method of voucher just like reward points by shifting voucher amount in wallet account. In this way, you can minimize the corruption of your sales staff.",Customer Support → Complaint Handling,Independent Complaint Cell,Support Transparency,Customer was unable to meet the customer relation officer and suggests establishing an independent complaint cell.,Request,Agitation – Frustrated,Customer Support,Complaint Resolution,when attempting to escalate a complaint,Innovate,6,Independent Complaint Cell – Request – Innovate,"['complaint handling', 'support transparency', 'independent cell', 'staff corruption']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Request about being unable to meet the customer relation officer and suggests establishing an independent complaint cell when attempting to escalate a complaint

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Customer Support → Complaint Handling to address lack of independent complaint channels that hinder transparent issue resolution",lack of independent complaint channels that hinder transparent issue resolution,"The customer identifies a gap in complaint handling transparency, suggesting a structural innovation to enhance accountability and trust.","Improve complaint resolution transparency, increase customer trust, and ensure accountability in support processes.",Agitation,Frustrated,Support Transparency,Customer Support,Complaint Handling,Customer Support → Complaint Handling,100,100,100
74,74.3,2025-06-01,10:07:38,"My last order was not delivered to me. Even I also visited the branch for complaint but your staff did not let me meet the customer relation officer. Kindly share the contact number of customer relation officer and also establish an independent complaint cell so that the customer can expose the corruption of your sales staff. Your sales staff does not deliver the orders in which discount voucher is used. And after delivering this order to someone else, divide the voucher amount among themselves. It is suggested that change the direct discount method of voucher just like reward points by shifting voucher amount in wallet account. In this way, you can minimize the corruption of your sales staff.",Payment Options → Voucher Redemption,Voucher to Wallet Conversion,Payment Security,Customer suggests converting voucher discounts to wallet credits to prevent staff misuse.,Suggestion,Appreciation – Interested,Payment & Checkout,Voucher Application,when applying discount vouchers,Innovate,4,Voucher to Wallet Conversion – Suggestion – Innovate,"['voucher', 'wallet', 'payment security', 'staff misuse']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion about converting voucher discounts to wallet credits to prevent staff misuse when applying discount vouchers

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Payment Options → Voucher Redemption to address voucher-to-wallet conversion that secures discount application and prevents misuse",voucher-to-wallet conversion that secures discount application and prevents misuse,"The suggestion reflects a proactive approach to enhance payment security and prevent misuse, aligning with strategic innovation goals.","Enhance payment security, prevent misuse of discounts, and improve customer trust in voucher systems.",Appreciation,Interested,Payment Security,Payment Options,Voucher Redemption,Payment Options → Voucher Redemption,100,100,100
75,75.1,2025-06-07,10:07:38,Please try to deliver the order same day as you claim with your express delivery service.,Delivery Experience → Timeliness,Express Delivery Service,Delivery & Fulfillment,Customer requests that the express delivery service fulfill its promise of same-day delivery.,Request,Agitation – Disappointed,Delivery & Fulfillment,Delivery Completion,when the express delivery did not arrive on the same day as promised,Fix,6,Express Delivery Service – Request – Fix,"['same-day delivery', 'express service', 'timeliness', 'fulfillment']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Request that the express delivery service fulfill its promise of same-day delivery when the express delivery did not arrive on the same day as promised

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timeliness to address failure to meet same-day delivery promises that erode trust in express services",failure to meet same-day delivery promises that erode trust in express services,"The express delivery service failed to meet its core promise, causing customer dissatisfaction and trust erosion. Immediate resolution is needed to restore service reliability.","Reinforce delivery reliability, restore customer trust in express services, and prevent future delivery failures.",Agitation,Disappointed,Delivery & Fulfillment,Delivery Experience,Timeliness,Delivery Experience → Timeliness,100,100,100
76,76.1,2025-05-23,10:07:38,My oil and ghee packets were leaked from the last order.,Delivery Experience → Packaging Quality,Oil and Ghee Packets,Delivery & Fulfillment,Customer received oil and ghee packets that were leaking upon delivery.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Receipt,upon delivery,Fix,6,Oil and Ghee Packets – Complaint – Fix,"['leaked', 'oil', 'ghee', 'packaging', 'delivery']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that upon delivery, their oil and ghee packets were leaking

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Packaging Quality to address leaking oil and ghee packets that compromise product integrity and customer satisfaction",leaking oil and ghee packets that compromise product integrity and customer satisfaction,"The packaging failure directly affects product integrity and customer satisfaction, necessitating immediate resolution to prevent future occurrences and maintain trust.","Improve packaging reliability, ensure product integrity upon delivery, and enhance customer trust in delivery quality.",Agitation,Frustrated,Delivery & Fulfillment,Delivery Experience,Packaging Quality,Delivery Experience → Packaging Quality,100,100,100
77,77.1,2025-05-23,10:07:38,"Delivery time window is too broad. Delivery time should be stated within ±/- 2 hours, so customer is not stuck all day waiting for delivery from 10 a.m. until night time. Also same day delivery should be done for orders placed before noon. One previous order was delivered on third day, and NO communication was done that delivery was delayed from next day to 3rd day.",Delivery Experience → Timing Precision,Delivery Time Window,Delivery & Fulfillment,Customer is frustrated with broad delivery time windows and lack of precise timing.,Suggestion,Agitation – Frustrated,Delivery & Fulfillment,Delivery Scheduling,when scheduling delivery,Optimize,5,Delivery Time Window – Suggestion – Optimize,"['broad time window', '±/- 2 hours', 'waiting', 'delivery precision']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion about the delivery time window being too broad, causing extended waiting periods

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Optimize → Delivery Experience → Timing Precision to address broad delivery windows that cause extended waiting periods for customers",broad delivery windows that cause extended waiting periods for customers,"The current delivery window lacks precision, leading to customer frustration and inefficiency. Optimizing this will enhance customer satisfaction and operational efficiency.","Reduce customer waiting time, improve delivery satisfaction, and enhance scheduling accuracy.",Agitation,Frustrated,Delivery & Fulfillment,Delivery Experience,Timing,Delivery Experience → Timing,100,100,100
77,77.2,2025-05-23,10:07:38,"Delivery time window is too broad. Delivery time should be stated within ±/- 2 hours, so customer is not stuck all day waiting for delivery from 10 a.m. until night time. Also same day delivery should be done for orders placed before noon. One previous order was delivered on third day, and NO communication was done that delivery was delayed from next day to 3rd day.",Delivery Experience → Timeliness,Same Day Delivery,Delivery & Fulfillment,Customer expects same-day delivery for orders placed before noon and experienced a delay without communication.,Complaint,Anger – Disappointed,Delivery & Fulfillment,Delivery Execution,when expecting same-day delivery,Fix,6,Same Day Delivery – Complaint – Fix,"['same day delivery', 'order before noon', 'delay', 'no communication']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about expecting same-day delivery for orders placed before noon, but experienced a delay without communication

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timeliness to address unmet same-day delivery expectations and lack of delay communication",unmet same-day delivery expectations and lack of delay communication,"The failure to meet promised delivery timelines and lack of communication erodes trust and satisfaction, necessitating immediate corrective action.","Restore delivery reliability, improve communication protocols, and prevent future delivery dissatisfaction.",Anger,Disappointed,Delivery & Fulfillment,Delivery Experience,Timeliness,Delivery Experience → Timeliness,100,100,100
78,78.1,2025-05-22,10:07:38,The supervisor of thokar branch Ali has been very helpful and accommodating. Adjusted the delivery time for me as I am a working woman. The mutton and vegetables were fresh and selected as per my instructions online.,Customer Service → Staff Interaction,Supervisor Ali,Service Excellence,The supervisor adjusted the delivery time to accommodate the customer's working schedule.,Compliment,Adoration – Appreciated,Delivery & Fulfillment,Delivery Scheduling,when adjusting delivery time,Amplify,2,Supervisor Ali – Compliment – Amplify,"['helpful', 'accommodating', 'delivery time', 'working woman', 'supervisor']","SECTION 1: THE CUSTOMER REALITY
  The customer gave a Compliment that during the delivery scheduling, the supervisor adjusted the delivery time to accommodate her working schedule

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Amplify → Customer Service → Staff Interaction to address personalized delivery adjustments that enhance customer satisfaction",personalized delivery adjustments that enhance customer satisfaction,"This behavior demonstrates exceptional service that strengthens customer loyalty and satisfaction, warranting amplification.","Reinforce personalized service, increase customer loyalty, and promote staff excellence.",Adoration,Appreciated,Service Excellence,Customer Service,Staff Interaction,Customer Service → Staff Interaction,100,100,100
78,78.2,2025-05-22,10:07:38,The supervisor of thokar branch Ali has been very helpful and accommodating. Adjusted the delivery time for me as I am a working woman. The mutton and vegetables were fresh and selected as per my instructions online.,Product Quality → Freshness,Mutton and Vegetables,Product Excellence,The mutton and vegetables were fresh and selected as per the customer's online instructions.,Compliment,Appreciation – Satisfied,Product Selection & Quality,Order Fulfillment,when receiving the order,Amplify,1,Mutton and Vegetables – Compliment – Amplify,"['fresh', 'selected', 'instructions', 'mutton', 'vegetables']","SECTION 1: THE CUSTOMER REALITY
  The customer gave a Compliment that when receiving the order, the mutton and vegetables were fresh and selected as per her instructions

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Amplify → Product Quality → Freshness to address high-quality product selection that meets customer expectations",high-quality product selection that meets customer expectations,"The delivery of fresh products as per customer specifications enhances satisfaction and trust, making it a candidate for amplification.","Strengthen product quality perception, boost customer satisfaction, and encourage repeat purchases.",Appreciation,Satisfied,Product Excellence,Product Quality,Freshness,Product Quality → Freshness,100,100,100
79,79.1,2025-05-14,10:07:38,"I always order multiple items, when item delivers few items are always missing. Even this time some items were not there like Brite and chicken spread but it should not be like this. First item should not be visible if not available and when certain items are not delivered then customer should receive those items separately that these items are not in the shipment which I ordered. Right now I have to search by myself, online should be convenience but it's making shopping more difficult. Please try to improve this.",Product Availability → Real-Time Stock Visibility,"Brite, Chicken Spread",Inventory Integrity,"Customer frequently experiences missing items in deliveries, including Brite and chicken spread, and desires real-time stock visibility and notification of unavailable items.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Fulfillment & Delivery,upon receiving the delivery with missing items,Fix,6,"Brite, Chicken Spread – Complaint – Fix","['missing items', 'real-time availability', 'notification', 'convenience', 'difficulty']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about frequently receiving deliveries with missing items like Brite and chicken spread, without prior notification of their unavailability

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address missing items in deliveries that are not flagged as unavailable before shipment",missing items in deliveries that are not flagged as unavailable before shipment,"This is a direct failure of inventory integrity and communication at a critical fulfillment stage, causing customer frustration and undermining trust. Fixing this restores reliability and convenience in the online shopping experience.","Reinstate confidence in delivery accuracy, reduce customer effort in managing orders, and enhance overall shopping convenience.",Agitation,Frustrated,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
80,80.1,2025-05-24,10:07:38,I ordered a cutting board. The price on app was Rs. 499 but when I received the employee demanded Rs. 599 as on the manual bill. I was shocked and later I did not pay the extra Rs.100.,Order & Payment → Price Discrepancy,Cutting Board,Pricing Integrity,Customer was charged a higher price upon delivery than what was shown on the app.,Complaint,Agitation – Shocked,Delivery & Fulfillment,Delivery Completion,upon receiving the manual bill,Fix,6,Cutting Board – Complaint – Fix,"['price discrepancy', 'app price', 'manual bill', 'extra charge', 'shock']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about being charged Rs. 599 instead of Rs. 499 as shown on the app upon receiving the manual bill

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order & Payment → Price Discrepancy to address price discrepancies between app and manual bill that cause customer shock and distrust",price discrepancies between app and manual bill that cause customer shock and distrust,"This is a direct breach of pricing integrity, leading to customer shock and potential distrust. Immediate resolution is required to restore confidence and prevent future discrepancies.","Reinforce pricing accuracy, prevent billing disputes, and maintain customer trust in transaction transparency.",Agitation,Shocked,Pricing Integrity,Order & Payment,Price Discrepancy,Order & Payment → Price Discrepancy,100,100,100
81,81.1,2025-06-15,10:07:38,"Excellent delivery, please just introduce card machine on delivery, it will be much more convenient.",Payment Options → On-Delivery Card Payment,Card Machine on Delivery,Payment Experience,Customer finds the delivery service excellent but suggests adding a card machine for on-delivery payments for convenience.,Suggestion,Appreciation – Interested,Delivery & Fulfillment,Payment Completion,during delivery payment process,Innovate,3,Card Machine on Delivery – Suggestion – Innovate,"['excellent delivery', 'card machine', 'on delivery', 'convenience']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion that during the delivery payment process, introducing a card machine would enhance convenience

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Payment Options → On-Delivery Card Payment to address the need for card machines on delivery that enhance payment convenience",the need for card machines on delivery that enhance payment convenience,"The suggestion reflects a desire for enhanced payment flexibility and convenience during delivery, indicating an opportunity for innovation in payment options.","Increase payment flexibility, enhance customer convenience, and improve overall delivery satisfaction.",Appreciation,Interested,Payment Experience,Payment Options,On-Delivery Card Payment,Payment Options → On-Delivery Card Payment,100,100,100
